X,CH1,Start,Increment,
Sequence,Volt,5.240000e-02,2.000000e-04
0,1.01e-03,
1,1.95e-03,
2,1.87e-03,
3,7.80e-04,
4,1.87e-03,
5,8.58e-04,
6,1.01e-03,
7,2.03e-03,
8,9.36e-04,
9,1.95e-03,
10,9.36e-04,
11,1.95e-03,
12,1.01e-03,
13,1.95e-03,
14,9.36e-04,
15,1.95e-03,
16,2.03e-03,
17,9.36e-04,
18,9.36e-04,
19,1.95e-03,
20,1.95e-03,
21,9.36e-04,
22,9.36e-04,
23,1.95e-03,
24,9.36e-04,
25,2.03e-03,
26,9.36e-04,
27,1.95e-03,
28,1.01e-03,
29,1.95e-03,
30,1.95e-03,
31,1.01e-03,
32,2.03e-03,
33,9.36e-04,
34,9.36e-04,
35,1.95e-03,
36,1.01e-03,
37,1.87e-03,
38,1.95e-03,
39,1.01e-03,
40,1.87e-03,
41,1.01e-03,
42,7.80e-04,
43,1.95e-03,
44,1.87e-03,
45,9.36e-04,
46,1.87e-03,
47,9.36e-04,
48,9.36e-04,
49,1.87e-03,
50,1.01e-03,
51,1.87e-03,
52,1.87e-03,
53,8.58e-04,
54,1.01e-03,
55,2.03e-03,
56,1.87e-03,
57,9.36e-04,
58,1.09e-03,
59,2.03e-03,
60,9.36e-04,
61,2.03e-03,
62,9.36e-04,
63,1.95e-03,
64,1.01e-03,
65,2.03e-03,
66,1.87e-03,
67,8.58e-04,
68,1.01e-03,
69,1.87e-03,
70,1.79e-03,
71,8.58e-04,
72,9.36e-04,
73,1.87e-03,
74,8.58e-04,
75,1.87e-03,
76,1.87e-03,
77,9.36e-04,
78,1.79e-03,
79,7.80e-04,
80,9.36e-04,
81,2.03e-03,
82,8.58e-04,
83,1.87e-03,
84,8.58e-04,
85,1.95e-03,
86,1.87e-03,
87,9.36e-04,
88,9.36e-04,
89,1.95e-03,
90,9.36e-04,
91,1.87e-03,
92,2.03e-03,
93,9.36e-04,
94,9.36e-04,
95,1.95e-03,
96,1.87e-03,
97,7.80e-04,
98,9.36e-04,
99,1.95e-03,
100,1.79e-03,
101,8.58e-04,
102,1.79e-03,
103,9.36e-04,
104,9.36e-04,
105,1.87e-03,
106,2.11e-03,
107,9.36e-04,
108,1.01e-03,
109,1.95e-03,
110,9.36e-04,
111,1.95e-03,
112,1.95e-03,
113,9.36e-04,
114,2.11e-03,
115,1.01e-03,
116,1.01e-03,
117,1.95e-03,
118,9.36e-04,
119,2.03e-03,
120,1.01e-03,
121,1.95e-03,
122,1.87e-03,
123,9.36e-04,
124,9.36e-04,
125,1.87e-03,
126,9.36e-04,
127,1.95e-03,
128,9.36e-04,
129,2.03e-03,
130,1.87e-03,
131,9.36e-04,
132,9.36e-04,
133,1.95e-03,
134,1.87e-03,
135,9.36e-04,
136,9.36e-04,
137,2.03e-03,
138,1.01e-03,
139,1.87e-03,
140,1.87e-03,
141,9.36e-04,
142,1.01e-03,
143,1.95e-03,
144,9.36e-04,
145,2.03e-03,
146,1.01e-03,
147,1.87e-03,
148,9.36e-04,
149,1.87e-03,
150,1.87e-03,
151,9.36e-04,
152,9.36e-04,
153,1.87e-03,
154,9.36e-04,
155,1.87e-03,
156,9.36e-04,
157,2.03e-03,
158,1.79e-03,
159,7.80e-04,
160,1.87e-03,
161,7.80e-04,
162,1.79e-03,
163,9.36e-04,
164,9.36e-04,
165,1.87e-03,
166,8.58e-04,
167,1.87e-03,
168,8.58e-04,
169,1.87e-03,
170,1.87e-03,
171,8.58e-04,
172,1.87e-03,
173,9.36e-04,
174,1.79e-03,
175,9.36e-04,
176,9.36e-04,
177,1.87e-03,
178,9.36e-04,
179,1.87e-03,
180,1.87e-03,
181,7.80e-04,
182,1.87e-03,
183,7.80e-04,
184,7.80e-04,
185,1.87e-03,
186,1.87e-03,
187,8.58e-04,
188,9.36e-04,
189,1.87e-03,
190,1.79e-03,
191,7.80e-04,
192,1.87e-03,
193,7.80e-04,
194,9.36e-04,
195,1.79e-03,
196,9.36e-04,
197,1.87e-03,
198,7.80e-04,
199,1.87e-03,
200,9.36e-04,
201,1.95e-03,
202,1.87e-03,
203,7.80e-04,
204,1.01e-03,
205,1.95e-03,
206,9.36e-04,
207,1.95e-03,
208,9.36e-04,
209,1.95e-03,
210,1.01e-03,
211,1.95e-03,
212,9.36e-04,
213,2.03e-03,
214,1.87e-03,
215,9.36e-04,
216,9.36e-04,
217,2.03e-03,
218,9.36e-04,
219,2.03e-03,
220,8.58e-04,
221,1.95e-03,
222,1.87e-03,
223,7.80e-04,
224,1.87e-03,
225,9.36e-04,
226,2.03e-03,
227,9.36e-04,
228,7.80e-04,
229,1.87e-03,
230,1.87e-03,
231,9.36e-04,
232,1.87e-03,
233,7.80e-04,
234,1.87e-03,
235,9.36e-04,
236,9.36e-04,
237,1.95e-03,
238,9.36e-04,
239,1.87e-03,
240,1.87e-03,
241,7.80e-04,
242,8.58e-04,
243,1.87e-03,
244,9.36e-04,
245,2.11e-03,
246,1.87e-03,
247,9.36e-04,
248,9.36e-04,
249,1.87e-03,
250,1.95e-03,
251,9.36e-04,
252,1.87e-03,
253,1.01e-03,
254,2.03e-03,
255,8.58e-04,
256,1.01e-03,
257,1.95e-03,
258,1.95e-03,
259,9.36e-04,
260,9.36e-04,
261,1.95e-03,
262,1.87e-03,
263,9.36e-04,
264,1.87e-03,
265,9.36e-04,
266,1.87e-03,
267,9.36e-04,
268,1.79e-03,
269,7.80e-04,
270,7.80e-04,
271,1.95e-03,
272,1.01e-03,
273,1.87e-03,
274,9.36e-04,
275,1.87e-03,
276,1.87e-03,
277,7.80e-04,
278,1.95e-03,
279,8.58e-04,
280,1.79e-03,
281,8.58e-04,
282,7.80e-04,
283,1.95e-03,
284,8.58e-04,
285,1.87e-03,
286,9.36e-04,
287,1.87e-03,
288,7.80e-04,
289,1.87e-03,
290,9.36e-04,
291,1.87e-03,
292,7.80e-04,
293,1.87e-03,
294,1.79e-03,
295,7.80e-04,
296,9.36e-04,
297,1.87e-03,
298,9.36e-04,
299,1.95e-03,
300,1.87e-03,
301,7.80e-04,
302,1.79e-03,
303,8.58e-04,
304,1.95e-03,
305,9.36e-04,
306,9.36e-04,
307,1.79e-03,
308,1.95e-03,
309,9.36e-04,
310,8.58e-04,
311,1.87e-03,
312,1.79e-03,
313,9.36e-04,
314,1.01e-03,
315,2.11e-03,
316,1.87e-03,
317,9.36e-04,
318,1.01e-03,
319,1.87e-03,
320,1.01e-03,
321,1.95e-03,
322,1.87e-03,
323,9.36e-04,
324,1.87e-03,
325,7.02e-04,
326,1.87e-03,
327,9.36e-04,
328,9.36e-04,
329,1.87e-03,
330,1.87e-03,
331,9.36e-04,
332,9.36e-04,
333,2.03e-03,
334,8.58e-04,
335,1.87e-03,
336,1.87e-03,
337,9.36e-04,
338,9.36e-04,
339,1.95e-03,
340,1.87e-03,
341,9.36e-04,
342,1.87e-03,
343,9.36e-04,
344,1.87e-03,
345,9.36e-04,
346,9.36e-04,
347,1.87e-03,
348,1.87e-03,
349,9.36e-04,
350,1.87e-03,
351,8.58e-04,
352,1.87e-03,
353,9.36e-04,
354,2.03e-03,
355,8.58e-04,
356,7.80e-04,
357,1.87e-03,
358,1.87e-03,
359,8.58e-04,
360,9.36e-04,
361,1.79e-03,
362,9.36e-04,
363,1.87e-03,
364,9.36e-04,
365,1.95e-03,
366,9.36e-04,
367,1.87e-03,
368,9.36e-04,
369,1.87e-03,
370,8.58e-04,
371,1.87e-03,
372,1.87e-03,
373,9.36e-04,
374,1.87e-03,
375,9.36e-04,
376,2.03e-03,
377,1.01e-03,
378,9.36e-04,
379,2.11e-03,
380,2.03e-03,
381,9.36e-04,
382,1.95e-03,
383,9.36e-04,
384,1.01e-03,
385,2.11e-03,
386,1.09e-03,
387,2.03e-03,
388,1.95e-03,
389,9.36e-04,
390,1.01e-03,
391,1.95e-03,
392,1.87e-03,
393,9.36e-04,
394,9.36e-04,
395,1.87e-03,
396,1.01e-03,
397,1.87e-03,
398,1.95e-03,
399,9.36e-04,
400,1.87e-03,
401,9.36e-04,
402,1.95e-03,
403,9.36e-04,
404,8.58e-04,
405,1.95e-03,
406,1.87e-03,
407,9.36e-04,
408,9.36e-04,
409,1.95e-03,
410,7.80e-04,
411,1.87e-03,
412,1.87e-03,
413,9.36e-04,
414,1.95e-03,
415,8.58e-04,
416,7.80e-04,
417,1.95e-03,
418,9.36e-04,
419,1.95e-03,
420,1.01e-03,
421,2.03e-03,
422,1.01e-03,
423,1.95e-03,
424,1.01e-03,
425,2.11e-03,
426,1.87e-03,
427,1.01e-03,
428,1.95e-03,
429,9.36e-04,
