X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,1.196000e-01,2.000000e-04
0,5.28e-04,2.04e+01,
1,5.28e-04,2.04e+01,
2,5.76e-04,2.04e+01,
3,5.76e-04,2.04e+01,
4,5.76e-04,2.04e+01,
5,5.76e-04,2.04e+01,
6,5.76e-04,2.04e+01,
7,5.76e-04,2.04e+01,
8,5.28e-04,2.04e+01,
9,5.28e-04,2.04e+01,
10,5.76e-04,2.04e+01,
11,5.76e-04,2.04e+01,
12,5.28e-04,2.04e+01,
13,5.28e-04,2.04e+01,
14,5.28e-04,2.04e+01,
15,5.28e-04,2.04e+01,
16,5.76e-04,2.04e+01,
17,5.76e-04,2.04e+01,
18,5.28e-04,2.04e+01,
19,5.28e-04,2.04e+01,
20,5.28e-04,2.06e+01,
21,5.28e-04,2.06e+01,
22,5.76e-04,2.06e+01,
23,5.76e-04,2.06e+01,
24,5.28e-04,2.04e+01,
25,5.28e-04,2.04e+01,
26,5.28e-04,2.04e+01,
27,5.28e-04,2.04e+01,
28,5.76e-04,2.04e+01,
29,5.76e-04,2.04e+01,
30,5.28e-04,2.04e+01,
31,5.28e-04,2.04e+01,
32,5.76e-04,2.04e+01,
33,5.76e-04,2.04e+01,
34,5.28e-04,2.04e+01,
35,5.28e-04,2.04e+01,
36,5.76e-04,2.04e+01,
37,5.76e-04,2.04e+01,
38,5.76e-04,2.06e+01,
39,5.76e-04,2.06e+01,
40,5.28e-04,2.04e+01,
41,5.28e-04,2.04e+01,
42,5.28e-04,2.06e+01,
43,5.28e-04,2.06e+01,
44,4.80e-04,2.04e+01,
45,4.80e-04,2.04e+01,
46,5.28e-04,2.06e+01,
47,5.28e-04,2.06e+01,
48,5.28e-04,2.06e+01,
49,5.28e-04,2.06e+01,
50,5.76e-04,2.06e+01,
51,5.76e-04,2.06e+01,
52,5.28e-04,2.04e+01,
53,5.28e-04,2.04e+01,
54,5.76e-04,2.06e+01,
55,5.76e-04,2.06e+01,
56,5.76e-04,2.06e+01,
57,5.76e-04,2.06e+01,
58,5.76e-04,2.06e+01,
59,5.76e-04,2.06e+01,
60,5.76e-04,2.06e+01,
61,5.76e-04,2.06e+01,
62,5.76e-04,2.06e+01,
63,5.76e-04,2.06e+01,
64,6.24e-04,2.06e+01,
65,6.24e-04,2.06e+01,
66,5.76e-04,2.04e+01,
67,5.76e-04,2.04e+01,
68,5.76e-04,2.04e+01,
69,5.76e-04,2.04e+01,
70,5.76e-04,2.06e+01,
71,5.76e-04,2.06e+01,
72,5.76e-04,2.04e+01,
73,5.76e-04,2.04e+01,
74,5.76e-04,4.40e+00,
75,5.76e-04,4.40e+00,
76,5.76e-04,-8.00e-01,
77,5.76e-04,-8.00e-01,
78,5.76e-04,-4.60e+00,
79,5.76e-04,-4.60e+00,
80,5.28e-04,-5.80e+00,
81,5.28e-04,-5.80e+00,
82,5.28e-04,-6.60e+00,
83,5.28e-04,-6.60e+00,
84,5.28e-04,-7.00e+00,
85,5.28e-04,-7.00e+00,
86,5.76e-04,-7.20e+00,
87,5.76e-04,-7.20e+00,
88,5.76e-04,-7.40e+00,
89,5.76e-04,-7.40e+00,
90,5.76e-04,-7.40e+00,
91,5.76e-04,-7.40e+00,
92,5.28e-04,-7.40e+00,
93,5.28e-04,-7.40e+00,
94,4.80e-04,-7.40e+00,
95,4.80e-04,-7.40e+00,
96,5.28e-04,-7.40e+00,
97,5.28e-04,-7.40e+00,
98,5.76e-04,-7.40e+00,
99,5.76e-04,-7.40e+00,
100,5.28e-04,-7.20e+00,
101,5.28e-04,-7.20e+00,
102,5.76e-04,-7.40e+00,
103,5.76e-04,-7.40e+00,
104,5.28e-04,-7.20e+00,
105,5.28e-04,-7.20e+00,
106,5.76e-04,-7.20e+00,
107,5.76e-04,-7.20e+00,
108,5.76e-04,-7.20e+00,
109,5.76e-04,-7.20e+00,
110,5.28e-04,-7.20e+00,
111,5.28e-04,-7.20e+00,
112,5.28e-04,-7.20e+00,
113,5.28e-04,-7.20e+00,
114,5.28e-04,-7.20e+00,
115,5.28e-04,-7.20e+00,
116,4.80e-04,-7.40e+00,
117,4.80e-04,-7.40e+00,
118,4.80e-04,-7.20e+00,
119,4.80e-04,-7.20e+00,
120,4.80e-04,-7.20e+00,
121,4.80e-04,-7.20e+00,
122,5.28e-04,-7.20e+00,
123,5.28e-04,-7.20e+00,
124,4.80e-04,-7.20e+00,
125,4.80e-04,-7.20e+00,
126,4.80e-04,-7.40e+00,
127,4.80e-04,-7.40e+00,
128,5.28e-04,-7.20e+00,
129,5.28e-04,-7.20e+00,
130,5.28e-04,-7.20e+00,
131,5.28e-04,-7.20e+00,
132,4.80e-04,-7.20e+00,
133,4.80e-04,-7.20e+00,
134,5.28e-04,-7.20e+00,
135,5.28e-04,-7.20e+00,
136,5.28e-04,-7.20e+00,
137,5.28e-04,-7.20e+00,
138,5.28e-04,-7.20e+00,
139,5.28e-04,-7.20e+00,
140,5.28e-04,-7.20e+00,
141,5.28e-04,-7.20e+00,
142,4.80e-04,-7.20e+00,
143,4.80e-04,-7.20e+00,
144,5.28e-04,-7.20e+00,
145,5.28e-04,-7.20e+00,
