#Thorlabs FTS
[SpectrumHeader]
#Date;20240514
#Time;13075207
#GMTTime;12075207
#XAxisUnit;nm_vac
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;200.000000
#TriggerMode;0
#InterferometerSerial;M00454179
#Source;
#AirMeasureOpt;0
#WnrMin;8997.765625
#WnrMax;20024.632813
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS175
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
4.993849182e+02;5.529357004e-04
4.995432129e+02;-3.206186229e-03
4.997015381e+02;1.133202808e-03
4.998598633e+02;-9.103466291e-04
5.000181885e+02;2.672172152e-03
5.001765137e+02;2.501876443e-04
5.003348694e+02;4.009309690e-03
5.004932251e+02;1.082744799e-03
5.006515808e+02;3.511036630e-04
5.008099670e+02;1.940531074e-03
5.009683533e+02;2.596485196e-03
5.011267395e+02;-5.319115589e-04
5.012851257e+02;6.784500089e-03
5.014435425e+02;1.713469974e-03
5.016019592e+02;-5.319115589e-04
5.017603760e+02;4.034538288e-03
5.019188232e+02;2.218050184e-03
5.020772400e+02;3.706561401e-03
5.022356873e+02;1.133202808e-03
5.023941650e+02;1.864844002e-03
5.025526123e+02;2.697401214e-03
5.027110901e+02;6.538517191e-04
5.028695679e+02;1.486408873e-03
5.030280762e+02;1.663011964e-03
5.031865540e+02;1.637782902e-03
5.033450623e+02;1.259347890e-03
5.035036011e+02;1.385492855e-03
5.036621094e+02;2.192821121e-03
5.038206482e+02;3.681332339e-03
5.039791870e+02;2.091905102e-03
5.041377258e+02;1.107973862e-03
5.042962952e+02;-9.608046385e-04
5.044548340e+02;1.997296349e-04
5.046134338e+02;2.646943089e-03
5.047720032e+02;3.555187490e-03
5.049306030e+02;-2.733142355e-05
5.050891724e+02;2.823546296e-03
5.052478027e+02;1.511637936e-03
5.054064026e+02;1.915302011e-03
5.055650330e+02;5.649195053e-03
5.057236633e+02;9.313707706e-04
5.058822937e+02;3.050607396e-03
5.060409546e+02;9.881360893e-05
5.061995850e+02;-2.398858080e-03
5.063582764e+02;2.874004189e-03
5.065169373e+02;4.520196817e-04
5.066756287e+02;1.738699037e-03
5.068342896e+02;4.715721589e-03
5.069930115e+02;2.722630277e-03
5.071517029e+02;1.612553955e-03
5.073104248e+02;-2.171796979e-03
5.074691467e+02;-9.103466291e-04
5.076278687e+02;9.313707706e-04
5.077865906e+02;3.429042408e-03
5.079453430e+02;1.360263908e-03
5.081040955e+02;1.183660817e-03
5.082628479e+02;2.646943089e-03
5.084216309e+02;3.176752245e-03
5.085804138e+02;8.304547518e-04
5.087391968e+02;1.789157046e-03
5.088979797e+02;6.286227144e-04
5.090567932e+02;9.818287799e-04
5.092156067e+02;-2.291634737e-04
5.093744202e+02;2.874004189e-03
5.095332642e+02;6.355606951e-03
5.096920776e+02;2.369424095e-03
5.098509216e+02;2.117134165e-03
5.100097961e+02;5.396904889e-03
5.101686401e+02;8.556837565e-04
5.103275146e+02;7.358459698e-05
5.104863892e+02;1.107973862e-03
5.106452637e+02;-1.465384732e-03
5.108041687e+02;5.068927538e-03
5.109630737e+02;7.043097285e-04
5.111219788e+02;3.958851565e-03
5.112808838e+02;1.713469974e-03
5.114398193e+02;4.766179714e-03
5.115987549e+02;1.107973862e-03
